Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Energy Storage System / Power Electronics,Sensor data,Fault prediction,Rules and/or logic based,Sliding mode observer,Yes: Sliding mode observer,0,2-s2.0-105002680272
Chip manufacturing,Sensor data,Fault prediction,Physics informed,Analytical modeling,Yes: analytical modeling,4,2-s2.0-105011147640
Industrial processing systems (specifically petrochemical plant),Sensor data,Sensor fault prediction / Fault detection and isolation,Data driven,Recurrent Neural Network (RNN),No,3,2-s2.0-85097929085
Power electronics in fuel cell applications,Signals from semiconductor components (signal-based diagnosis),Fault prediction / Fault detection,Rules and/or logic based,Signal-based fault detection,Yes: Signal-based diagnosis,2,2-s2.0-105001092362
Neural networks / Memristive neural networks,Sensor data,Fault prediction,Data driven,"Hidden Markov Model (HMM), Lyapunov theory","Yes: Lyapunov theory, HMM",0,2-s2.0-85126287322
Electrical systems / Power electronics,Sensor data,Fault prediction,Data driven,"Signal processing and anomaly detection techniques (implied: current waveform analysis, possibly statistical or rule-based thresholds)",Yes: rules and current waveform features,2,2-s2.0-105001072795
Autonomous Vehicles,Sensor data,Fault prediction,Data driven,"Not explicitly specified, but likely machine learning-based anomaly detection (e.g., classification models)",No,2,2-s2.0-85208715066
Aerospace systems / Aero-Propulsion systems,Sensor data,Remaining Useful Life,Data driven,Neural network,No,3,2-s2.0-85092937880
Electric power distribution network,Magnetic measurements,Fault localization,Data driven,Signal processing / Threshold-based analysis (implied),Yes: rule-based / classical analysis,2,2-s2.0-85083166172
Electrical power systems / Power electronics,Sensor data,Fault prediction,Data driven,"Waveform estimation, Control schemes",Yes: Control schemes and waveform estimation techniques,2,2-s2.0-85203626737
Vehicle platoon systems,Sensor data,Fault prediction,Data driven,"['High-gain observer', 'Full-form dynamic linearization (FFDL)']",Yes: High-gain observer,2,2-s2.0-85184809893
Motor systems / Electromagnetic interference,['Environmental magnetic field data'],"['Magnetic field distribution analysis', 'Motor fault diagnosis']",Physics based,"['Maxwell equations', 'COMSOL simulation']",Yes: physics-based models and simulations,1,2-s2.0-85135567554
Autonomous vehicles / Automotive systems,Sensor data,Fault prediction,Data driven,"['Gaussian Process', 'Model predictive control']",Yes: Gaussian Process,4,2-s2.0-85190167919
Electrical equipment,Sensor data,Fault prediction,Data driven,,No,0,2-s2.0-85129418420
Other,Structured data,Fault prediction,Hybrid,"['Knowledge-Based Module', 'Extended Kalman Filter']",Yes: Knowledge-Based Module,2,2-s2.0-85076830061
Other,Structured data,Fault prediction,Hybrid,"Interactive Multiple Model (IMM), Markov transition probability prediction, Huber's M-estimation, Fault detection and exclusion (FDE)",Yes: Rule-based and statistical techniques,1,2-s2.0-85121288760
Ship dynamic positioning systems,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,CNN,No,2,2-s2.0-85096697986
Electrical systems / Power distribution,Voltage waveforms,Fault prediction,Rules and/or logic based,Threshold-based detection / Symmetry analysis,Yes: Rule-based / Threshold-based,2,2-s2.0-85083118592
Other,Unstructured data,Performance and robustness assessment,Other,Other,No,0,2-s2.0-105010747409
Autonomous driving,"Images, Sensor data (LiDAR, Cameras)",Object detection,Data driven,"Fusion algorithms, possibly involving machine learning techniques (specific methods not explicitly stated)",No,0,2-s2.0-85153389589
Industrial systems / Mechanical equipment health monitoring,Sensor data,Fault prediction,Physics informed,"Simulation of magnetic field, impedance analysis",Yes: signal characteristics and parameter-based judgment,3,2-s2.0-85114516252
Power equipment monitoring,"['Sensor data', 'Gas sensor signals']",['Fault prediction'],Data driven,"['SVM', 'KNN', 'Decision tree', 'BPNN']",No,3,2-s2.0-85133745909
Electrical drives for induction motors,Sensor data,Fault prediction,Data driven,"Mathematical fault detector and isolator (MFDI), difference operators",Yes: mathematical operators and threshold-based detection,2,2-s2.0-85189495304
Rotating machinery / Industrial rotating equipment,Sensor data,Fault prediction,Data driven,"Phase-velocity model, iterative calibration algorithm",Yes: model-based calibration and velocity signature interpretation,3,2-s2.0-86000378354
Industrial processes,Sensor data,Quality indicator,Data driven,Principal component regression (PCR),Yes: PCA (Principal Component Analysis) and mutual information are interpretable techniques,3,2-s2.0-85115174175
Industrial systems (fault diagnosis),"Sensor data, Time series",Fault prediction,Data driven,"Contrastive learning, Neural networks (implied by the mention of encoder architecture)",No,4,2-s2.0-105010084701
Industrial systems / Industrial Internet of Things (IIoT),Protocol data (OPC UA communication data),Communication infrastructure support / Protocol implementation,Other,Hardware implementation / ASIC design,No,1,2-s2.0-85117291333
Other,"Sensor data, Structured data",Fault prediction,Rules and/or logic based,"Finite frequency domain analysis, stochastic H-index",Yes: rules-based and filter design,1,2-s2.0-85106519232
Electrical motors / Motor drives,Sensor data,Fault prediction,Data driven,Extremum-seeking control,Yes: Model-based / Theoretical framework,4,2-s2.0-85200241694
Industrial manufacturing processes,Sensor data,Anomaly detection,Data driven,"['Principal Component Analysis (PCA)', 'Autoencoder']",Yes: PCA,3,2-s2.0-85122838809
Smart roads / Traffic safety,Sensor data,Fault prediction,Data driven,Data fusion algorithm,Yes: Data fusion,1,2-s2.0-85088311108
Chip manufacturing,Sensor data,Fault prediction,Data driven,Kernel Density Estimation (KDE),Yes: KDE,4,2-s2.0-85131753828
"Industrial systems with bearings (e.g., rotating machinery)",Sensor data,Fault prediction,Data driven,Bayesian Deep Learning,Yes: Uncertainty quantification and calibration techniques,4,2-s2.0-85204737869
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['OSVT', 'ECA-ENet']",No,2,2-s2.0-105001560068
Maritime systems,Sensor data,Fault prediction,Rules and/or logic based,"Nonlinear observers, combinatorial decision logic",Yes: Rules and logic,0,2-s2.0-85202819515
Other,Sensor data,Fault prediction,Other,Numerical scheme for probability computation,Yes: Probabilistic reasoning and pattern analysis,1,2-s2.0-85056362623
Electrical systems / Rotating machinery,Sensor data,Fault prediction,Knowledge based,Fourier analysis,Yes: Fourier series analysis,2,2-s2.0-85107189005
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['Temporal convolutional networks (TCN)', 'LSTM', 'Attention mechanism']",No,4,2-s2.0-85127783577
Connected Vehicles / Intelligent Transportation Systems,Sensor data,Fault prediction,Rules and/or logic based,"Consensus-based detection, Covariance analysis",Yes: Rules-based / Covariance analysis,2,2-s2.0-85213039400
Motor testing in industrial processes,"Sensor data, Time series",Fault prediction,"Graph neural networks, Data driven",Heterogeneous graph neural network (GNN),Yes: Graph-based interpretation,4,2-s2.0-105001564931
Medical devices,Sensor data,Remaining Useful Life,Data driven,"Recurrent Neural Networks (RNN), including GRU and LSTM",No,3,2-s2.0-85209639316
Automotive systems (Dual Clutch Transmission),"Sensor data, Time series",Fault prediction,Data driven,Deep Long Short-Term Memory (LSTM) network,No,4,2-s2.0-85149420463
Wind energy applications / Doubly fed induction machines,Sensor data,Fault prediction,Data driven,Recursive least squares,Yes: Recursive least squares,3,2-s2.0-85122445957
Aerospace / Aircraft systems,Sensor data,Remaining Useful Life,Hybrid,"['High-fidelity simulation', 'Fault injection models', 'Predictive analytics']",No,3,2-s2.0-105006412143
Other,Sensor data,Localization / Position estimation,Data driven,"Phase Difference Matching (PDM) algorithm, learning-based depth estimation",Yes: interpretable algorithm based on phase difference trends,2,2-s2.0-85198853250
Photovoltaic systems,Signal data (common-mode conductive voltage - CMCV),Fault prediction,Data driven,"Spectral analysis, similarity measure","Yes: Spectral analysis, similarity criterion",1,2-s2.0-85135241869
Other,Structured data,Fault prediction,Rules and/or logic based,Integer linear programming,Yes: Interpretable methods,2,2-s2.0-85184795902
Integrated circuits (ICs) and electronic systems,Sensor data,Fault prediction,Rules and/or logic based,Delay-based fault-to-time converter,Yes: rule-based / interpretable thresholds,2,2-s2.0-85190329671
Electric motors / Industrial drive systems,Sensor data,Fault prediction,Data driven,"Wavelet transform, regional extreme point method",Yes: regional extreme point method,2,2-s2.0-85141555810
Chip manufacturing,Sensor data,Fault prediction,Rules and/or logic based,Amplitude and phase analysis with threshold comparison,Yes: rules-based thresholding and phase analysis,2,2-s2.0-85201757487
Industrial systems,Structured data,Fault prediction,Rules and/or logic based,Proportional-Integral Observer,Yes: Observer-based method,2,2-s2.0-85118649218
Electrical engineering / Signal processing,"Sensor data, Time series",Period estimation,Data driven,VLSI implementation / Hardware design,No,1,2-s2.0-85213817918
Industrial processes,Sensor data,Fault prediction,Data driven,"Kalman filter, Expectation-Maximization, average consensus algorithm",Yes: Residual generators and test statistics are typically interpretable,4,2-s2.0-85204282749
Automotive systems (Active Suspension System in vehicles),Sensor data,Fault prediction,Rules and/or logic based,Unknown Input Observers (UIOs),Yes: signal flags and fault estimation logic,2,2-s2.0-105001077974
Industrial systems,"Sensor data, Time series",Fault prediction,Data driven,"Feature fusion, waveform analysis",Yes: rule-based feature analysis,3,2-s2.0-85169843736
Solar energy systems / Renewable energy,Sensor data,Fault prediction,Rules and/or logic based,Neurofuzzy,Yes: Neurofuzzy,2,2-s2.0-85204291700
Hydraulic systems,Structured data,Fault prediction,Knowledge based,Differential flatness,Yes: flatness property,1,2-s2.0-85133713724
Overhead transmission lines,Sensor data,Current measurement / Fault prediction,Data driven,Magnetic field sensors and geometric data-based calculation,Yes: Rule-based or geometric calculation,3,2-s2.0-85124820279
Electric vehicles / Battery systems,Sensor data,Fault prediction,Hybrid,"['Spectral method', 'Independent component analysis (ICA)', 'Kernel density estimation (KDE)']","Yes: spectral method, ICA, KDE are interpretable techniques",4,2-s2.0-85166753194
"Chemical Process Industries (e.g., continuous stirred tank reactor)",['Sensor data'],['Fault prediction'],Hybrid,Particle filtering,Yes: particle filtering,2,2-s2.0-85211088630
Power electronic systems / Voltage-source converters,Sensor data,Fault prediction,Data driven,Half-power bandwidth algorithm,Yes: rule-based and analytical model,4,2-s2.0-85097924031
Power electronics / Converter systems,Sensor data,Fault prediction,Data driven,Simulation and experimental validation,Yes: rule-based / heuristic approaches,3,2-s2.0-85092726627
Robotics / Mechanical systems,Sensor data,Fault prediction,Hybrid,Simulation + Data-driven methods,Yes: The use of simulation data provides interpretability,2,2-s2.0-105002142086
Industrial process control / Manufacturing processes,"Structured data, Internal variables, Plant measurements","Fault prediction, Root cause analysis",Data driven,"['Principal Component Analysis (PCA)', 'Kernel Independent Component Analysis (KICA)', 'Autoencoder (AE)']","Yes: PCA, KICA, Autoencoder (with contribution plots for fault localization)",3,2-s2.0-85202832299
Industrial equipment / machinery,Sensor data,Fault prediction,Reinforcement learning,Deep Reinforcement Learning,No,2,2-s2.0-85095566109
Semiconductor manufacturing,Time series,Fault prediction,Data driven,"['Time series alignment kernels (TSAKs)', 'mRMR', 'Kernel PCA (KPCA)', 'Support Vector Machine (SVM)']",No,4,2-s2.0-85098786067
"Industrial systems (general), specifically vibration analysis of engines",Sensor data,Remaining Useful Life,Data driven,"Seq2Seq, Normalizing Flow, Gated Recurrent Units",No,2,2-s2.0-85089393014
Industrial systems with sensor monitoring,"Sensor data, Time series",Remaining Useful Life,Data driven,"Deep Neural Network, Multiobjective Optimization",No,4,2-s2.0-85141595730
Ships / Marine systems,Sensor data,Fault prediction,Hybrid,Extended Kalman filter,Yes: Kalman filter,2,2-s2.0-85211083972
Chip manufacturing,"Sensor data, Structured data",Root cause analysis,Data driven,Partial Least Squares Discriminant Analysis,Yes: PLS-DA,3,2-s2.0-85078063487
