Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Commercial buildings,Sensor data,Fault prediction,Data driven,,No,4.0,2-s2.0-85136391592
Photovoltaic power stations,Sensor data,Fault prediction,Data driven,Kernel density estimation (KDE),Yes: Kernel density estimation (KDE),3.0,2-s2.0-85148928536
Industrial systems,Sensor data,Fault prediction,Data driven,Ellipsoid-based threshold learning,Yes: Ellipsoid-based thresholding and geometric reasoning,4.0,2-s2.0-85217896023
Other,Unstructured data,Fault prediction,Data driven,CNN,No,1.0,2-s2.0-85212738885
Industrial equipment in manufacturing sector,Sensor data,Deviations from optimal process / Reported deviations,Data driven,"Machine learning, Collaborative filtering",No,4.0,2-s2.0-85169068423
Manufacturing systems,Sensor data,Fault prediction,Data driven,Not specified,No,4.0,2-s2.0-85128038195
Large-scale industrial process systems,Sensor data,Fault prediction,Data driven,"Subspace identification, Optimization algorithms",Yes: Residual generation and statistical thresholds are interpretable aspects,4.0,2-s2.0-85172914879
Automotive industry,Sensor data,Fault prediction,Data driven,"['Machine learning techniques', 'Q-learning']",No,3.0,2-s2.0-85171496789
Manufacturing,Sensor data,Anomaly detection,Data driven,Supervised and unsupervised machine learning algorithms,No,2.0,2-s2.0-85207568521
Electrical Power Systems / Power Conversion Systems,Sensor data,Fault prediction,Data driven,LSTM,No,3.0,2-s2.0-85204070338
Electrical drives / Motor systems,Sensor data,Fault prediction,Data driven,Neural networks,No,2.0,2-s2.0-85125140160
Charging stations / Electric vehicle infrastructure,Unstructured data,Fault prediction,Data driven,"['Word2vec', 'GloVe', 'Random Forest', 'Support Vector Machine']",Yes: Random Forest (interpretable importance measures) and GloVe (word embeddings provide some interpretability),3.0,2-s2.0-85152518379
"Chemical process systems (e.g., Tennessee Eastman Process)","Sensor data, Time series",Fault prediction,Data driven,"Graph Auto Encoder (GAE), Attention-based Spatial Temporal Graph Convolution Network (ASTGCN)",No,3.0,2-s2.0-85194962879
Smart manufacturing,Sensor data,Fault prediction,Data driven,"Deep learning, Reinforcement learning",No,4.0,2-s2.0-85207581844
Intelligent vehicles,Sensor data,Fault prediction,Hybrid,"Luenberger observer, Interval observers, Adaptive laws",Yes: Interpretable observer-based techniques,2.0,2-s2.0-85165534389
Chip manufacturing,"['Sensor data', 'Structured data']",['Fault prediction'],Data driven,"['Self-testing and fault-detection features (power detectors, temperature sensors, ADC, SPI control)']",Yes: rules and sensor-based diagnostics,3.0,2-s2.0-85166904328
Highway safety and communication systems,Unstructured data,Network performance metrics and latency measurements,Other,None specified,No,1.0,2-s2.0-85128916914
Chip manufacturing,Sensor data,Fault prediction,Data driven,,No,2.0,2-s2.0-105009459979
Manufacturing,Sensor data,Remaining Useful Life,Data driven,Reinforcement learning,No,4.0,2-s2.0-85216012253
Military and civilian multi-target tracking systems,Sensor data,Fault prediction,Data driven,Belief propagation,Yes: belief propagation,0.0,2-s2.0-85205719771
Chip manufacturing,Time series,Fault prediction,Data driven,Deep Learning,Yes: interpretability of the features,4.0,2-s2.0-85113259556
Industrial systems / predictive maintenance,Sensor data,Fault prediction,Data driven,,No,1.0,2-s2.0-85151622835
Electrical power systems / High voltage circuit breakers,Sensor data,Fault prediction,Data driven,Not specified,No,4.0,2-s2.0-85207058319
Commercial buildings,"['Sensor data', 'Structured data', 'Unstructured data']",['Fault prediction'],Knowledge based,Semantic Web Technologies,Yes: Semantic Web Technologies,3.0,2-s2.0-85128960891
Electrical transformers,"Sensor data, Time series, Images",Fault prediction,Data driven,"LSTM, Optical flow estimation",No,4.0,2-s2.0-86000801768
Commercial buildings,Sensor data,Remaining Useful Life,Data driven,LSTM,No,4.0,2-s2.0-85105983372
Power electronic systems,"Sensor data, Time series",Fault prediction,Data driven,"NARX, Extreme Learning Machine (ELM), Ensemble method",No,2.0,2-s2.0-85158133057
Other,Sensor data,Remaining Useful Life,Data driven,Metrics and simulation-based analysis,Yes: interpretable metrics,2.0,2-s2.0-85138465102
Mechanical gearboxes / Industrial machinery,"Sensor data, Time series",Fault prediction,Data driven,Vibration signal processing and analysis,Yes: Signal analysis and waveform interpretation,4.0,2-s2.0-105000058299
Commercial vehicles / automotive systems,"Sensor data, Time series, Images, Structured data",Remaining Useful Life,Data driven,"Deep learning, IoT sensors, CAN messages",No,3.0,2-s2.0-85082582497
Electrical products / IoT systems,Operating data / Sensor data,"Insights for development, Service improvement, Maintenance efficiency",Data driven,Not specified,No,2.0,2-s2.0-105006627503
Hydraulic systems,Not explicitly specified,Not explicitly specified,Other,Not specified,Not specified,1.0,2-s2.0-85194455612
Railways logistics,Sensor data,Fault prediction,Data driven,Data analytics,Yes: data analytics,3.0,2-s2.0-85202706235
Healthcare / Medical systems,"Sensor data, Images, Unstructured data","Disease detection, Clinical decision support",Data driven,"Deep learning (e.g., CNN, statistical models)",Yes: Explanation and transparency mechanisms,1.0,2-s2.0-85139328646
Mobile robots,Sensor data,Fault prediction,Data driven,"Entropy-based change detection (Shannon's Entropy), Extended Kalman Filter (EKF)","Yes: Shannon's Entropy-based methods are interpretable, and EKF provides some transparency in state estimation",2.0,2-s2.0-85119501170
3D printing / Additive manufacturing,Images,Error detection,Data driven,Deep learning (computer vision),No,2.0,2-s2.0-85187008051
Engine test bed systems,Sensor data,Fault prediction,Hybrid,Geometric fault isolation methodology,Yes: Geometric fault isolation,3.0,2-s2.0-85122100553
Industrial systems (specifically heat exchangers),Structured data,Fault prediction,Rules and/or logic based,"Fuzzy logic controller, Residual analysis",Yes: Fuzzy logic controller,2.0,2-s2.0-85196371459
Industrial melting and smelting processes,"['Sensor data', 'Images']",['Fault prediction'],Hybrid,"['Collaborative modeling', 'Statistical analysis']","Yes: Residual subspace analysis, hierarchical fault detection",3.0,2-s2.0-105010190806
Construction / Road Maintenance,"Sensor data, Geographical information, Historical data","Weather situation estimation, Impact analysis on project planning",Physics based,Kriging interpolation,Yes: Interpolated models,1.0,2-s2.0-85096747059
Autonomous vehicles,Sensor data,Fault prediction,Hybrid,"['EKF', 'LPV-EKF', 'Zonotopic observers']",Yes: Zonotopic LPV-EKF,2.0,2-s2.0-85211040499
Industrial pumps / Aerospace research facilities,Sensor data,Remaining Useful Life,Data driven,"Feature extraction, multivariate signal analysis, unsupervised pattern discovery","Yes: feature extraction, pattern analysis",4.0,2-s2.0-105009333458
Vehicle platoons,Sensor data,Fault prediction,Data driven,"Unknown input observer (UIO), Radial Basis Function Neural Network (RBF NN), Back-stepping control",No,3.0,2-s2.0-85196781541
Manufacturing / Industrial systems,Sensor data,Remaining Useful Life / Fault prediction,Data driven,Not explicitly specified (implies data-driven approaches like IoT and AI-based models),No,2.0,2-s2.0-85190894666
Pharmaceutical facilities,"Sensor data, Time series, IoT data","Remaining Useful Life, Fault prediction",Data driven,Machine learning (ML) algorithms,No,4.0,2-s2.0-85207576723
Commercial buildings,Sensor data,Fault prediction,Hybrid,"Autoencoder, PCA",Yes: PCA,4.0,2-s2.0-85200637211
Other,Sensor data,Fault prediction,Data driven,"Deep learning, Neural networks",No,1.0,2-s2.0-85145342477
HVAC systems,Sensor data,Fault prediction,Data driven,CNN,No,4.0,2-s2.0-85131831067
Battery manufacturing,Structured data,Fault prediction,Data driven,Random forests,Yes: Random forests,3.0,2-s2.0-85215537097
Water distribution systems,Sensor data,Leakage detection and localization,Hybrid,"Model invalidation, optimization-based methods",Yes: model invalidation and optimization approaches,2.0,2-s2.0-85103109865
Structural deterioration in engineering systems,Sensor data,Uncertainty quantification of parameters,Data driven,"Bayesian filtering (Particle filter, Importance Sampling, MCMC-based SMC)",No,0.0,2-s2.0-85165372989
Liquid Propulsion Rocket Engine,Sensor data,Remaining Useful Life,Hybrid,Extended Kalman Filter,Yes: Knowledge-based (uses degradation model),2.0,2-s2.0-85119533790
Road infrastructure / Transportation,Sensor data,Road surface friction coefficient,Data driven,"['Support vector machine (SVM)', 'K-Fold cross-validation']",No,2.0,2-s2.0-85148334859
Medical devices / Healthcare systems,Sensor data,Fault prediction,Data driven,"Statistical analysis (e.g., residual analysis, sign-sum test), Kalman filter",Yes: Statistical and residual based methods,4.0,2-s2.0-85171380633
Industrial systems,"Multivariate time series, Sensor data","Anomaly detection, State prediction, Remaining useful life estimation",Data driven,"Attention network, Multi-sensor data prediction model",No,4.0,2-s2.0-85166762413
Chip manufacturing,Sensor data,Fault prediction,Data driven,Machine Learning,No,4.0,2-s2.0-85184038441
"Industrial systems (motors, machines, fault diagnosis)","Sensor data, Time series, Images",Fault prediction,Data driven,"CNN, Wavelet Transform",No,2.0,2-s2.0-85207098952
Nuclear power plants,Sensor data,Fault prediction,Data driven,Deep learning classifiers,No,2.0,2-s2.0-85215536559
Military vehicles / Automotive systems,"['Sensor data', 'Time series', 'Unstructured data']",['Fault prediction'],Data driven,"Vibrational pattern recognition (implies signal processing and machine learning techniques, though specific methods are not explicitly mentioned)",No,3.0,2-s2.0-85087092665
Construction equipment,Structured data,Fault prediction,Data driven,Multilayer perceptron (MLP) neural network,No,3.0,2-s2.0-85188714676
Chip manufacturing,Sensor data,Fault prediction,Data driven,Artificial Neural Network,No,4.0,2-s2.0-85169786994
Aero-engine industrial systems,Sensor data,Remaining Useful Life,Data driven,Slow Feature Analysis (SFA),Yes: interpretability of health indicator extraction and similarity matching,4.0,2-s2.0-105007157702
Traction drive system,Sensor data,Fault prediction,Data driven,"Subspace identification, consensus algorithm",Yes: Residual analysis and Mahalanobis distance,2.0,2-s2.0-86000618428
Industrial motors and drives,Sensor data,Fault prediction,Robust control / Hybrid (combines control theory and fault detection),μ-synthesis / H∞ synthesis,Yes: Fault Detection filters and control schemes are based on interpretable control theory concepts,2.0,2-s2.0-105009856525
Underwater propulsion systems,"['Sensor data', 'Time series']",['Fault prediction'],Hybrid,"['Correlation analysis', 'Fuzzy clustering', 'Support Vector Machine']",Yes: Fuzzy clustering,4.0,2-s2.0-85205269959
Chip manufacturing,Structured data,Fault prediction,Data driven,Not explicitly specified,No,2.0,2-s2.0-85151756171
Photovoltaic energy systems,"['Sensor data', 'Images']",['Fault prediction'],Data driven,"Machine learning, Computer vision",No,4.0,2-s2.0-85096171070
Other,Structured data,Fault prediction,Data driven,Extended Kalman filter (EKF),Yes: Probabilistic algorithm,2.0,2-s2.0-85151515911
Petrochemical industry,Sensor data,Fault prediction,Data driven,"['Wasserstein Generative Adversarial Network (WGAN)', 'TabNet']",Yes: SHAP analysis,4.0,2-s2.0-105010087420
Electrical transformers,Sensor data,Fault prediction,Data driven,"Condition monitoring, Diagnostic testing",Yes: condition monitoring and diagnostic testing are interpretable techniques,3.0,2-s2.0-85204945151
Automotive systems / Vehicle safety,Sensor data,Fault prediction,Data driven,Regression equation / Mathematical correction model,Yes: Interpretable mathematical correction,3.0,2-s2.0-85087915011
Chip manufacturing,Sensor data,Fault prediction,Data driven,Regression equation for temperature correction,Yes: Regression,3.0,2-s2.0-85103327764
Transmission lines / Power systems,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,"Support Vector Machine (SVM), Wavelet denoising",Yes: Statistical features and SVM,4.0,2-s2.0-85135852025
HVAC systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,2.0,2-s2.0-85113271751
Refrigeration systems in food supply chain / Cold-chain management,Historical data,Operational failure prediction / Maintenance decision support,Hybrid,Agent-based simulation with probabilistic risk analysis,Yes: Agent-based modeling and financial analysis provide interpretability,1.0,2-s2.0-85100813833
Wireless Sensor Networks,"Sensor data, Structured data",Fault prediction,Data driven,"['Naïve Bayes classifier', 'Convolutional neural network (CNN)']",No,2.0,2-s2.0-85122846792
Transmission line systems,Sensor data,Fault prediction,Data driven,"Discrete Wavelet Transform (DWT), signal processing techniques",Yes: Energy values and wavelet coefficients are interpretable features,3.0,2-s2.0-85095682567
Wind energy systems,Sensor data,Fault prediction,Fuzzy,"Fuzzy models, Fuzzy observers",Yes: Fuzzy logic,2.0,2-s2.0-85179772992
Structural engineering / Tensegrity structures,"Output error covariance, Output signals, Input signals",Fault prediction (sensor fault detection),Rules and/or logic based,"Output error covariance analysis, Markov parameters",Yes: Rules and covariance analysis,0.0,2-s2.0-85207866519
Aerospace systems,Structured data,Remaining Useful Life,Physics based,Physics-based modeling & simulation,Yes: physics-based modeling,3.0,2-s2.0-85170155029
Electric Vehicles,Sensor data,Fault prediction,Rules and/or logic based,"Observers, residual analysis",Yes: Residual-based diagnosis,0.0,2-s2.0-85127442908
Aviation applications,Sensor data,Fault prediction,Data driven,Controller-based fault detection,Yes: Rules and logic based,3.0,2-s2.0-85097205652
Electrical systems / Power electronics,Structured data,Fault prediction,Rules and/or logic based,Inversion method + Fuzzy logic,Yes: Fuzzy logic,0.0,2-s2.0-85075627782
