"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Edge computing-assisted IoT framework with an autoencoder for fault detection in manufacturing predictive maintenance","2022","IEEE Trans Ind Inf","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177608015&partnerID=40&md5=6b4b607156a89462b7b4dfbe4c77642f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85177608015"
"","","","IoT and machine learning enable predictive maintenance for manufacturing systems: A use-case of laser welding machine implementation","2022","Proc. 12th Conf. Learn. Factories","","","","1","6","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208523648&partnerID=40&md5=c6808df4f3f0a63f2a84ad130eeb231d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85208523648"
"","","","Fault Detection and Fault Tolerant Control for Anti-lock Braking Systems) ABS) Speed Sensors by Using Neural Networks","2023","Engineering and Technology Journal","41","2","","333","344","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192364833&partnerID=40&md5=044caff0910b406806082a98e4a1e9bc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85192364833"
"","","","Robust distributed sensor fault detection and diagnosis within formation control of multiagent systems","2022","IEEE Trans. Aerosp. Electron. Syst.","","","","1","14","13","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153696121&partnerID=40&md5=4e638c82f3f3ed814bff00fce48d0e35","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85153696121"
"","","","CatBoost-based predictive maintenance model for discrete manufacturing with categorical sensor fusion","2022","Computers & Industrial Engineering","165","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004725579&partnerID=40&md5=23d1ed4b61e56aea5c8cf4c4bf08fcbc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004725579"
"","","","Real-time Fault Detection in Smart Home Systems Utilising IoT and Cloud Computing","2022","IEEE Access","10","","","8775","8785","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008971882&partnerID=40&md5=d02b745822cfc66768d2438e5cdebf30","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008971882"
"","","","","2022","Process monitoring and fault detection using a soft sensor for the return activated sludge flow rate at Henriksdal WRRF","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198650179&partnerID=40&md5=12e8aace86033840a9f57e1043927501","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85198650179"
"","","","ARG-Mask RCNN: An Infrared Insulator Fault-Detection Network Based on Improved Mask RCNN[J]","2022","Sensors","22","13","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201148397&partnerID=40&md5=38a70a3d4e6d7308f4cabf03dff83fe8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201148397"
"","","","Predictive Maintenance Using IoT and Machine Learning: A Case Study","2022","Journal of Industrial Informatics","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008345418&partnerID=40&md5=716d1ab4b1527532a729fc0bb00fbfb5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008345418"
"","","","","2023","Sensor fault detection and fault-tolerant estimation of vehicle states","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215534866&partnerID=40&md5=443eb87bb1e1a91631a4696aadec9431","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85215534866"
"","","","RNN-based integrated system for real-time sensor fault detection and fault-informed accident diagnosis in nuclear power plant accidents","2022","Nuclear engineering and technology","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159963976&partnerID=40&md5=09850a34d4cb508901495963d5a2d403","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85159963976"
"","","","Decentralized federated learning: Fundamentals, state of the art, Bemani, Ali, and Niclas Björsell. “Aggregation strategy on federated machine learning algorithm for collaborative predictive maintenance.”","2022","Sensors (Basel)","22","16","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007591836&partnerID=40&md5=b9c9d531e9c2ac6de726a7dd9768f705","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105007591836"
"","","","Model-based sensor-fault detection and isolation in natural-gas pipelines for transient flow","2023","2023 IEEE SENSORS. IEEE","","","","1","4","3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215299371&partnerID=40&md5=a7e7381bcf53d243971052e34b03e396","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85215299371"
"","","","IoT-Enabled Predictive Maintenance for Mining Equipment Using Machine Learning","2022","Journal of Industrial IoT and Predictive Maintenance","18","2","","112","128","16","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010698156&partnerID=40&md5=e2fbe1d44d570df16c98ad1a8f196a2e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010698156"
"","","","Rolling element bearing faults detection and classification 2 technique using vibration signals","2022","The 9th International Electronic Conference on Sensors and Applications","1","","","8","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007758502&partnerID=40&md5=8bf67f0156fc00025feef3e5a2ed65f6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105007758502"
"","","","XGBoost-Based Remaining Useful Life Estimation Model with Extended Kalman Particle Filter for Lithium-Ion Batteries[J]","2022","Sensors","22","23","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178042200&partnerID=40&md5=28ed0a24f59583d356a6f7f64c9ab4b6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85178042200"
"","","","Based on IoT and Fog Computing, A Machine Learning-Based Predictive Maintenance Approach for Optimal Asset Management in Industry 4.0","2022","J Algebraic Stat","13","","","3522","3528","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204734675&partnerID=40&md5=e4f5f268749227c9e507dd6ca8b9c08a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85204734675"
"","","","","2022","Empowering IoT Predictive Maintenance Solutions with AI: A Distributed System for Manufacturing Plant-Wide Monitoring","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202350312&partnerID=40&md5=dd7e4c256eaa56df0e7624d7980abf22","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85202350312"
"","","","Bearing fault detection in three-phase induction motors using support vector machine and fiber Bragg grating","2022","IEEE Sensors J","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149514937&partnerID=40&md5=7cbfbc0fc250801db99c5901726ebbfd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85149514937"
"","","","Edge computing-assisted IoT framework for fault detection in manufacturing predictive maintenance","2022","IEEE Transactions on Industrial Informatics","18","6","","3794","3805","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008253522&partnerID=40&md5=825a35f1a2f37cbc8c9550d9b1e5bd69","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008253522"
"","","","Research On Fault Performance Analysis and Detection Methods of Air Conditioning System Sensors","2022","","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210741737&partnerID=40&md5=55ed6a5776930bfb201b24647d01f08e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85210741737"
"","","","","2022","On-device IoT-based predictive maintenance analytics model: comparing TinyLSTM and TinyModel from Edge Impulse","","","","1","20","19","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194640095&partnerID=40&md5=ebbde5cb5d55a80b314803fe73ad2cfb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85194640095"
"","","","IoT-Enabled Predictive Maintenance: Advances and Challenges","2022","Elsevier Internet of Things Journal","14","3","","567","589","22","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004752309&partnerID=40&md5=3b2d62fa45bf4a5810854a5dee1bcc3a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004752309"
"","","","Design and Implementation of a Transformer Fault Detection System Using IoT Technology","2022","Journal of Electrical and Computer Engineering","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004553056&partnerID=40&md5=e694acd37e003993f7f22110fd94b2bf","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004553056"
"","","","Hall Sensor Magnetic Encoder Design based on Fault Detection Algorithm","2022","J. Korean Soc. Manuf. Process Eng","21","","","113","120","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206561448&partnerID=40&md5=0ad42657c77dbb3fb04728c08876559c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85206561448"
"","","","","2022","Wireless Monitoring of Electrical Power Transformers Using IoT and Machine Learning for Predictive Maintenance","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004553294&partnerID=40&md5=e17e7fed701b8ad3b0b2e859d83fa4f4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004553294"
"","","","","2023","Architecture for edge-based predictive maintenance of machines using federated learning and multi sensor platforms","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185975412&partnerID=40&md5=24428e8576d2ec547baa59bfbc9ea4b9","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85185975412"
"","","","Efficient Machine Learning Classifier for Fault Detection in Wireless Sensor Networks","2023","Wireless Sensor Networks - Research Issues and Effective Smart Solutions","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184755928&partnerID=40&md5=c1304fb9b4796dba42a393aba1f82de2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85184755928"
"","","","A Comparative Study of Machine Learning Techniques for Predictive Maintenance in the Internet of Things","2022","Journal of Sensors","22","1","","1","14","13","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199088523&partnerID=40&md5=44acb6567d7f6eb3caf14752d458ea7c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85199088523"
"","","","IoT and machine learning enable predictive maintenance for manufacturing systems: A use-case of laser welding machine implementation","2022","","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137973339&partnerID=40&md5=2a3ecdedcc4bb7dbffd40b34eb63be77","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85137973339"
"","","","","2022","IoT Based Railway Track Faults Detection and Localization Using Acoustic Anal- ysis, IEEE.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210261162&partnerID=40&md5=4931c17bf4197336ddfee4bf74e7f603","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85210261162"
"","","","Chiller faults detection and diagnosis with sensor network and adaptive 1D CNN, Digital Communications and Networks","2022","","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141811898&partnerID=40&md5=565e888d9ed536ad12b9db7b389e8ba9","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85141811898"
"","","","","2022","IoT Based Railway Track Faults Detection andLocalization Using Acoustic Anal- ysis","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200671154&partnerID=40&md5=b186797466ff8d1fb5fcc4dafd91eb98","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85200671154"
"","","","A new nn-based approach to in-sensor pdm-to-pcm conversion for ultra tinyml kws","2022","IEEE Transactions on Circuits and Systems II: Express Briefs","1-1","","","1","1","0","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171143123&partnerID=40&md5=e35b2fa0296376b760410fb3a28636f0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85171143123"
"","","","","2022","Fault Detection and Classification of Aerospace Sensors Using a VGG16-Based Deep Neural Network","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176854082&partnerID=40&md5=ce570c4503a55003c3ede358f277d045","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85176854082"
"","","","From Corrective to Predictive Maintenance","2023","A Review of Maintenance Approaches for the Power Industry. Sensors","23","13","","5970","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185837099&partnerID=40&md5=f039df5bdd2f2e1277c2cb1b3d4c4520","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85185837099"
"","","","Sensor fault detection for aircraft based on neural network observer","2022","control engineering","29","","","39","45","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207085000&partnerID=40&md5=56770c163b02594b63ad9c257b056d50","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85207085000"
"","","","Remaining useful life prediction based on a multi-sensor data fusion model","2022","Reliability Engineering and System Safety","208","","","1","11","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105092600&partnerID=40&md5=bd2ef60093e989e19cdfbeeb19bdd9c5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85105092600"
