Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Aerospace/Engine systems,"Sensor data, Time series","Fault prediction, Performance anomaly detection",Data driven,Extended Kalman filtering,Yes: Extended Kalman filtering,3,2-s2.0-85106320285
"High-voltage direct current (HVDC) applications, specifically insulating systems and cable monitoring",Sensor data,Fault prediction,Data driven,"Machine learning algorithms (specific techniques not explicitly mentioned, but possibly classifiers)",No,2,2-s2.0-105000458328
"Mechanical systems, electrical systems, structural integrity",Images,Fault prediction,Data driven,Image processing algorithms,Yes: Image processing algorithms,4,2-s2.0-105002235906
Hydrological modeling / Water resources management,Remote sensing satellite images,Surface soil moisture estimation,Physics based,Physically-based land parameters retrieval model (LPRM),Yes: physically-based model,0,2-s2.0-85147601812
Hypersonic Air Vehicle,"Sensor data, Time series",Fault prediction,Data driven,"Temporal Convolutional Network (TCN), Genetic Algorithm, Sequential Probability Ratio Test (SPRT), Wavelet Packet Translation (WPT)",No,4,2-s2.0-85119397877
Vehicle control systems,Sensor data,State estimation / Fault detection,Data driven,Interval observer,Yes: Interval observer,0,2-s2.0-85107398004
Industrial systems / manufacturing facilities,Sensor data,Fault prediction,Data driven,Machine Learning,No,4,2-s2.0-85148730237
Aero-engine systems,Sensor data,Fault prediction,Data driven,Inception-CNN,No,4,2-s2.0-85129746913
Industrial systems,Sensor data,Predictive maintenance,Data driven,,No,1,2-s2.0-85192127439
Automotive systems,Sensor data,Fault prediction,Rules and/or logic based,"Algebraic estimators, operational calculus",Yes: Algebraic estimators,1,2-s2.0-85113719821
Aviation systems,Sensor data,Fault prediction,Data driven,Deep neural network autoencoder,No,4,2-s2.0-85104189519
Aircraft maintenance,Sensor data,Hazard identification / Risk assessment,Agent-based,Agent-Based Modeling,Yes: Agent-based modeling offers interpretability through agent interactions and hazard analysis,2,2-s2.0-85149013045
Power system / Grid management,Sensor data,Fault prediction,Data driven,,No,3,2-s2.0-85161875849
Aeroengine control systems,Sensor data,Fault prediction,Data driven,"['CR-OSELM (Cycle Reservoir with Online Sequential Extreme Learning Machine)', 'Feedforward neural networks', 'Recurrent networks']",No,4,2-s2.0-85144344103
Other,"Sensor data, Time series",Maintenance recommendations / Monitoring equipment health,Data driven,"AI algorithms, Sensor fusion, Edge AI",No,2,2-s2.0-105004616354
Metal production plants,Sensor data,Fault prediction,Data driven,Machine learning methods,No,3,2-s2.0-85111976730
Unmanned aerial vehicles / Tilt rotor systems,Sensor data,Fault prediction,Hybrid,"Neural network, Extended Kalman filter",No,3,2-s2.0-105003013573
Aircraft systems / Aviation industry,Sensor data,Remaining Useful Life,Hybrid,"['Hilbert spectrum', 'Machine Learning']",No,4,2-s2.0-85132256398
Other,"['Sensor data', 'Images']",['Fault prediction'],Physics based,Proper Orthogonal Decomposition (POD),Yes: Proper Orthogonal Decomposition (POD),0,2-s2.0-85144842391
IoT consumer devices,Sensor data,Fault prediction,Data driven,"['Gradient least mean squares', 'Bidirectional LSTM', 'Fennec Fox Optimization Algorithm', 'Jaya optimization algorithm']",No,3,2-s2.0-85215977013
Power distribution systems / Substation fault diagnosis,Sensor data,Fault prediction,Data driven,"['Support Vector Data Description (SVDD)', 'Particle Swarm Optimization (PSO)']",No,3,2-s2.0-85102256294
Other,Structured data,Fault prediction,Rules and/or logic based,"Failure detection and isolation blocks, simulation verification (model-in-the-loop)",Yes: rules-based and detection logic,1,2-s2.0-85123640263
Steel production / Continuous casting machines,Sensor data,Fault prediction / Condition monitoring,Data driven,"Smart software solutions, radiometric sensors, pressure transducers",Yes: Rule-based and sensor data interpretation,4,2-s2.0-85195961892
Aerospace systems / Turbofan engines,Sensor data,Remaining Useful Life,Data driven,Multi-head self-attention fully convolutional network (MSA-FCN),No,4,2-s2.0-85202340850
Other,Sensor data,Fault prediction,Data driven,Machine learning,No,0,2-s2.0-105002398305
Drones / Unmanned Aerial Vehicles,Sensor data,Fault prediction,Data driven,Bayesian Gaussian Mixture Model (BGMM),Yes: Probabilistic reasoning with Bayesian methods,2,2-s2.0-85205126161
Steel manufacturing,"['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,"Unsupervised learning (e.g., temporal pattern recognition, anomaly detection)",Yes: sensor contribution analysis,3,2-s2.0-85111960387
Commercial buildings,Sensor data,Fault prediction,Data driven,,No,3,2-s2.0-85147743344
Industrial IoT systems in high-tech manufacturing,Sensor data,Anomaly detection,Data driven,Isolation Forest,No,3,2-s2.0-85217059141
Industrial systems (pressure vessels and pipelines),Sensor data,Anomaly detection,Data driven,"['Interquartile range', 'distance-based method', 'density-based method', 'isolation forest']",Yes: Threshold-based and statistical methods provide interpretable results,2,2-s2.0-85163592131
Industrial systems (specifically motor bearing fault diagnosis in industrial environments),"Sensor data, Time series, Structured data, Images",Fault prediction,Data driven,"Graph Convolutional Networks (GCN), CNN, Frequency attention mechanisms, Semi-supervised Meta-learning",No,4,2-s2.0-105005943033
Manufacturing facilities,Sensor data,Fault prediction,Data driven,Machine learning,No,3,2-s2.0-85123943769
Aerospace / Aero-engines,['Sensor data'],['Fault prediction'],Hybrid,"['Bayesian network', 'Adaptive performance model']",Yes: Bayesian network,4,2-s2.0-85087450674
Aerospace / Aero-engines,Sensor data,Remaining Useful Life,Data driven,"Graph Neural Network (GNN), Transformer encoder",No,4,2-s2.0-85191358341
Gas Insulated Switchgear (GIS) systems,['Sensor data'],['Fault prediction'],Data driven,['BP neural network (BPNN)'],No,4,2-s2.0-85125992717
Steel manufacturing,"Sensor data, Time series","Process optimization, Quality control, Decision-making",Data driven,Not specified,No,2,2-s2.0-85092282452
Aviation / Aero-engine systems,Sensor data,Remaining Useful Life,Data driven,Attention-based neural networks (specifically scope-coordinated attention-based network),No,5,2-s2.0-105001168053
Industrial welding systems,"['Images', 'Structured data']",['Fault prediction'],Hybrid,"['Rule-based (EWMA control)', 'Image analysis algorithms']",Yes: rule-based (EWMA),3,2-s2.0-85207717046
Aerospace systems,Sensor data,Fault prediction,Hybrid,"['Kalman filter', 'Observer scheme', 'GOS', 'Fuzzy logic']",Yes: Fuzzy logic,2,2-s2.0-85107478929
Mobile robotics,Sensor data,Fault prediction,Hybrid,"Observer-based methods, Sensor fusion, Sliding mode observer, Predefined-time observer",Yes: Observer-based and rule-based sensor fusion techniques,2,2-s2.0-85196870819
Aero-engine systems,Sensor data,Fault prediction,Data driven,Not explicitly mentioned,No,4,2-s2.0-85197130567
Aeroengine systems,Sensor data,"Engine degradation, Turbine inlet temperature",Data driven,Gradient-like methodology,Yes: Gradient-like method,2,2-s2.0-85156152909
Steel plant / Iron & Steel Industry,Sensor data,Fault prediction,Hybrid,Digital Twin,Yes: Digital Twin,4,2-s2.0-105008447373
Industrial corrosion testing,"Sensor data, Time series",Corrosion severity level prediction,Hybrid,"['Naive Bayes', 'BP-NN', 'RBF-NN']",Yes: Naive Bayes,3,2-s2.0-85106232903
Electrolysers Hydrogen,Sensor data,Fault prediction,Data driven,"['Deep Reinforcement Learning', 'LSTM']",No,4,2-s2.0-85180512655
Chip manufacturing,Sensor data,Fault prediction,Data driven,Multivariate State Estimation Technique (MSET),Yes: rules and/or logic based,4,2-s2.0-85207509981
Aircraft systems / Avionics,Sensor data,Fault prediction,Rules and/or logic based,"Likelihood ratio test, Principal component analysis",Yes: Likelihood ratio test / rule-based detection,2,2-s2.0-85180499631
Aircraft wiring systems,Images,Fault prediction,Data driven,Image analysis with digital image processing,Yes: Interpretable image analysis techniques,3,2-s2.0-85146800954
Construction Industry,"['Natural language text', 'Knowledge Graph', 'Computer Vision', 'IoT']","['Predictive modeling', 'Operations and maintenance']",Hybrid,"['Deep Learning', 'Knowledge Graph']",No,2,2-s2.0-105003327332
Aircraft engines,"Sensor data, Time series",Remaining Useful Life,Data driven,Spatio-temporal graph convolutional neural network,No,4,2-s2.0-85096168240
Chip manufacturing,Time series,Fault prediction,Data driven,Augmented Dickey–Fuller p-value,"Yes: statistical testing (e.g., Augmented Dickey–Fuller test)",3,2-s2.0-85207636720
Aerospace systems / propulsion systems,Time series,Fault prediction,Hybrid,"['LPV modeling', 'Multi-scale CNN', 'LSTM']",No,2,2-s2.0-85188990341
Electrical systems / Industrial electrical panels,Sensor data,Fault prediction,Data driven,"['Decision Tree', 'Gaussian Naive Bayes', 'Gaussian Process Classifier', 'Support Vector Machine']","Yes: Decision Tree (interpretable), Naive Bayes (interpretable), GPC (less interpretable), SVM (less interpretable)",4,2-s2.0-85189749544
Aerospace industry / Turbofan engine maintenance,Sensor data,Fault prediction,Hybrid,"Meta-heuristic optimization algorithms (Tabu Search, Artificial Bee Colony, Genetic Algorithm)",No,1,2-s2.0-85103416278
Industrial systems / machinery,Sensor data,Fault prediction,Data driven,"Edge AI, fault classification algorithms",Yes: Interpretable fault classification,3,2-s2.0-85216093639
Aero-engine systems,Sensor data,Fault prediction,Data driven,Deep Denoising Autoencoder (DDAE),No,2,2-s2.0-105003942246
Aircraft engine systems,Sensor data,Fault prediction,Data driven,"Support Vector Machine (SVM), SMOTE-Tomek, Recursive Feature Elimination, Random Forest, Variance Threshold",No,2,2-s2.0-85165992125
Aviation / Aero engine systems,Sensor data,Remaining Useful Life,Hybrid,Generalised Additive Model (GAM),Yes: Generalised Additive Model (GAM),3,2-s2.0-85149475888
Marine Diesel Engines,Sensor data,Fault prediction,Data driven,Machine Learning algorithms,No,3,2-s2.0-85205231066
Industrial systems - rotating machinery / gearboxes,Sensor data,Fault prediction,Rules and/or logic based,Independent Component Analysis (ICA),Yes: ICA,3,2-s2.0-85113854751
"Industrial environments, specifically IIoT systems",Sensor data,Fault prediction,Hybrid,"['Support Vector Machine (SVM)', 'Decision Tree (DT)', 'Logistic Regression (LR)', 'Vote classifier']",No,4,2-s2.0-85218475742
Steel production,"['Sensor data', 'Structured data']","['Fault prediction', 'Remaining Useful Life']",Hybrid,"['Machine Learning', 'Artificial Intelligence']",No,4,2-s2.0-85163221296
"Urban Air Mobility (UAM) applications, aircraft navigation systems",Sensor data,Fault prediction,Data driven,Extended Kalman Filter (EKF),No,2,2-s2.0-85210443677
Air source heat pumps (ASHPs),Sensor data,Fault prediction,Data driven,Deep reinforcement learning,No,4,2-s2.0-105010844531
IoT systems,Sensor data,Root cause analysis,Rules and/or logic based,Rule-based method,Yes: rule-based,4,2-s2.0-105005824422
Metal manufacturing / Rolling mills,Sensor data,Fault prediction / Wear condition,Data driven,Predictive modeling (unspecified algorithms),Yes: rule-based / model-based reasoning,3,2-s2.0-85195930161
Aeroengines/Mechanical systems,Sensor data,Remaining Useful Life,Hybrid,Higher-order singular value decomposition + interpolation,Yes: Interpretable features from SVD and model-based methods,4,2-s2.0-85175176970
Industrial systems,Sensor data,Predictive maintenance,Data driven,Machine learning,No,4,2-s2.0-105003358524
Aerospace / Aircraft systems / Helicopters,Sensor data,Remaining Useful Life,Data driven,Particle filtering,No,3,2-s2.0-85083735063
Photovoltaic systems / Solar energy systems,"Sensor data, Time series",Fault prediction,Data driven,Not explicitly mentioned,No,3,2-s2.0-85185728693
Aeroengine systems,Sensor data,Fault prediction,Data driven,"Kalman filter, Polynomial chaos expansion (PCE)",Yes: Thresholds and design indicators,4,2-s2.0-85145666163
Industrial IoT and predictive maintenance,Sensor data,Remaining Useful Life,Hybrid,"['ARIMA', 'CNN']",No,4,2-s2.0-85218484547
"Industrial systems with discrete-time control, possibly related to manufacturing or process control","Sensor data, Time series, Noises, Residuals","Fault prediction, Root cause analysis, Fault detection and isolation",Rules and/or logic based,Robust Kalman filter,Yes: Residual-based thresholding and fault isolation logic,3,2-s2.0-105003045169
Chip manufacturing,Sensor data,Fault prediction,Hybrid,"Digital twin simulation, sensor processing",Yes: rules and physics-based components,4,2-s2.0-85123952668
Industrial systems / Test facilities,['Sensor data'],['Fault prediction'],Data driven,"['LSTM neural network', 'Reachability judgement network', 'DFOG method']",No,2,2-s2.0-85205990225
Aerospace systems,Sensor data,Fault prediction,Knowledge based,"Belief rule base, D-S evidence reasoning","Yes: Belief rule base, D-S evidence reasoning",2,2-s2.0-85105696525
Wind power systems,Sensor data,Fault prediction,Data driven,"['Empirical Mode Decomposition', '1D Convolutional Neural Networks (1DCNN)', 'Sparrow Search Algorithm (SSA)']",No,3,2-s2.0-85213055291
Electrical systems (Transformers),"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"Artificial Intelligence-based analysis (implied), specific techniques not explicitly mentioned",Yes: interpreted data analysis and insights,4,2-s2.0-105008440263
