Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Nuclear power plant,"Sensor data, Time series",Fault prediction,Data driven,"['Graph Attention Network', 'Autoencoder', 'LSTM']",No,2,2-s2.0-85184058874
High-voltage transmission equipment,"Sensor data, Optical data",Fault prediction,Physics based,First principles calculation,Yes: first principles calculation,4,2-s2.0-85177024155
Power systems / Cable insulation,Sensor data,Fault prediction / Damage detection,Data driven,"Optical fiber temperature sensing, Simulation analysis",Yes: temperature rise characteristics and simulation analysis,2,2-s2.0-85122287189
Port structures / Maritime infrastructure,Sensor data,Structural response / Stress variations,Data driven,Artificial Neural Networks (ANNs),No,3,2-s2.0-85203254850
Internet of Things-enabled Wireless Sensor Networks (IWSN),Structured data,Fault prediction,Hybrid,"ANFIS, Reptile Optimization Algorithm",Yes: ANFIS,3,2-s2.0-85152518412
Cyber-Physical Systems,Sensor data,Event detection,Rules and/or logic based,"Verilog User Defined Primitive (UDP), Gray code",Yes: rules and logic-based modeling,1,2-s2.0-85106580030
Power systems / Electrical systems,Sensor data,Fault prediction,Data driven,GRU-FCN (Gated Recurrent Unit Fully Convolutional Network),No,2,2-s2.0-85187267458
Microgrid energy management systems,Sensor data,Fault prediction,Data driven,"Convolutional Neural Network (CNN), Ensemble Kalman Filter, Sheep Flock Optimization Algorithm",No,3,2-s2.0-85216361861
Satellite systems,Sensor data,Attitude estimation,Data driven,Not explicitly specified (likely sensor fusion methods),No,0,2-s2.0-85103760383
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,LSTM,No,4,2-s2.0-85086997374
Multi-agent systems,Unstructured data,Fault prediction,Hybrid,Linear Matrix Inequalities (LMIs) / Unknown Input Observers,Yes: Linear Matrix Inequalities / Structured observers,2,2-s2.0-85121630697
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,Principal component analysis (PCA),Yes: PCA,4,2-s2.0-85202051063
"Industrial systems / machinery (specifically hydraulic motors and bearings, related to fault diagnosis in machinery)",Sensor data,Fault prediction,Data driven,"Noise injection (possibly combined with machine learning models, though not explicitly specified)",No,2,2-s2.0-85206912325
Pipeline systems,Sensor data,Fault prediction,Rules and/or logic based,"Residual generator based on fault diagnosis observer, Lyapunov function, Barbalat lemma",Yes: Residual generator and fault diagnosis observer are interpretable techniques,3,2-s2.0-85086739969
Industrial machinery / rotating machinery,Sensor data,Fault prediction,Data driven,"Not explicitly specified, likely signal processing and pattern recognition methods",No,3,2-s2.0-85104381909
Industrial equipment/machinery,"Sensor data, Time series",Remaining Useful Life,Data driven,"Contrastive learning, Deep learning, Attention mechanism",No,3,2-s2.0-85214277937
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"Intrinsic time scale decomposition, Cross-correlation analysis, Signal reconstruction, Frequency spectrum analysis","Yes: Cross-correlation analysis, Frequency spectrum analysis",4,2-s2.0-85120717604
Electric energy conversion systems,Sensor data,Fault prediction,Data driven,"['CEEMDAN', 'ResNet']",No,4,2-s2.0-105005413231
Floating Offshore Wind Farms,Sensor data,Fault prediction,Data driven,Deep Neural Network,No,4,2-s2.0-85198526204
Neuromorphic auditory systems,Sensor data,Frequency decomposition / Signal processing enhancement,Other,"VHDL, spike-frequency modulation, spike-based filtering",No,0,2-s2.0-85134683016
Transformers / Electrical systems,Structured data,Fault prediction,Data driven,"Spectroscopy analysis, Signal processing",No,2,2-s2.0-85130799268
Electro-hydraulic servo systems,Sensor data,Fault prediction,Hybrid,"Nonlinear unknown input observers (NUIOs), Extended state observers (ESOs), Lyapunov stability analysis",Yes: Lyapunov based stability analysis and observer-based fault detection,2,2-s2.0-85149969569
Other,Sensor data,Fault prediction,Data driven,"Big data analysis, predictive methodologies (implied)","Yes: decision index, analytical hierarchy process (AHP)",2,2-s2.0-85164518437
Optical fiber sensing systems,Sensor data,Fault prediction,Data driven,Deep learning,No,0,2-s2.0-85110292551
,,,,,,,2-s2.0-85148737588
Industrial equipment / machinery,Sensor data,Remaining Useful Life,Data driven,Attention-based sequence to sequence model,No,4,2-s2.0-85115966004
Industrial systems (specifically mechanical systems and engines),"Sensor data, Time series",Remaining Useful Life,Data driven,"Capsule networks, Attention mechanisms, Inception module, LSTM",No,2,2-s2.0-85195373371
Marine machinery,Sensor data,Fault prediction,Data driven,Inductance-resistance detection method,Yes: rule-based detection thresholds,2,2-s2.0-85089275170
Rotating machinery / Bearings,"Sensor data, Time series",Fault prediction,Data driven,"1-D CNN, Bayesian optimization",No,3,2-s2.0-105002874715
Train traction converters,Sensor data,Fault prediction,Data driven,"['Regression algorithms', 'Classification algorithms', 'FFT', 'Relieff algorithms']",Yes: Threshold-based detection and feature selection provide interpretability,4,2-s2.0-85187278388
Manufacturing equipment / Machinery monitoring,Sensor data,Fault prediction,Data driven,Empirical Mode Decomposition (EMD),Yes: Empirical Mode Decomposition,4,2-s2.0-85198712264
Mining equipment (underground trucks and loaders),Sensor data,Fault prediction,Data driven,Decision trees,Yes: Decision trees,5,2-s2.0-85099824604
Industrial systems (specifically machinery and engines),"Time series, Sensor data",Remaining Useful Life,Deep learning / Data driven,"Convolutional Neural Networks (CNN), Dilation convolution",No,3,2-s2.0-85105851559
Underwater vehicles / Marine systems,Sensor data,Fault prediction,Data driven,"['Genetic Algorithm', 'Ensemble Learning']",No,1,2-s2.0-85147593913
Offshore oil and gas field production facilities,Sensor data,Fault prediction,Data driven,One-class Support Vector Machine (OCSVM),Yes: OCSVM,1,2-s2.0-85125906154
Ship/Marine systems,Sensor data,Fault prediction,Hybrid,Extended Kalman Filter,No,2,2-s2.0-85179892913
Maritime structures / Ship hull structures,"Sensor data, Structural response data, Strain response data","Damage detection, Out-of-plane deflection levels, Probabilistic damage assessment",Data driven,"Classification, Probabilistic regression",No,2,2-s2.0-85169927662
Industrial plant maintenance,"Sensor data, Big Data, process data, location data, time data, image data","Predictive maintenance, equipment condition monitoring",Data driven,"Artificial Intelligence, Machine Learning",No,3,2-s2.0-85163531428
Train systems / Railway equipment,Sensor data,Fault prediction,Data driven,Deep residual network (CNN-based),No,4,2-s2.0-85162153575
Industrial systems,Sensor data,Fault prediction,Knowledge based,Zonotope-based residual evaluation,Yes: Zonotope interpretation,2,2-s2.0-85133779976
Ship nuclear power machinery (SNPM),"['Sensor data', 'Unstructured data']","['Fault prediction', 'Risk assessment']",Hybrid,"Hierarchical hazard analysis, fault-based risk aggregation",Yes: hierarchical hazard structures and risk models are interpretable techniques,2,2-s2.0-85127146853
Other,Sensor data,Fault prediction,Data driven,"Wavelet transform, MRA",Yes: Wavelet analysis,2,2-s2.0-85088861184
Pipeline monitoring and leak detection,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,2,2-s2.0-85205458976
Other,Images,Unstructured data,Other,Other,No,0,2-s2.0-85100298271
Mechanical systems,Sensor data,Fault prediction,Other,,No,2,2-s2.0-85161088217
Industrial machinery / Manufacturing systems,Sensor data,Remaining Useful Life,Data driven,"Recurrent convolutional neural network (RCNN), Variational inference",No,3,2-s2.0-85075360459
Industrial systems / control systems,"Data from equivalent models, system dynamics",Fault detection and fault-tolerant control,Data driven,"Fuzzy rule emulated network (MiFREN), multi-gradient learning law",Yes: fuzzy rule-based network,2,2-s2.0-85121299525
Lithium-ion battery systems,Sensor data,Remaining Useful Life,Hybrid,"['Kalman filter', 'Particle filter', 'Dempster-Shafer theory']",Yes: Dempster-Shafer theory,4,2-s2.0-85108989762
Industrial equipment maintenance,Sensor data,Fault prediction,Data driven,"['Quantile convolutional neural network', 'Spatial clustering-based extreme encoder learning']",No,4,2-s2.0-85173615477
Manufacturing systems,Structured data,None specified,Hybrid,Not specified,No,1,2-s2.0-85197059005
Other,Sensor data,Fault prediction,Data driven,"['Radial basis function (RBF) neural networks', 'Adaptive backstepping control']",No,1,2-s2.0-85172906379
Marine energy systems,Structured data,Remaining Useful Life,Physics informed,"CFD simulations, predictive mathematical models",Yes: CFD simulations and mathematical models are interpretable techniques,2,2-s2.0-85212436547
Underwater systems,"Sensor data, Time series",Fault prediction,Data driven,"Random forest, Improved parrot optimizer (metaheuristic optimization technique)",Yes: Random forest,3,2-s2.0-85207750275
Fleet management,"Sensor data, Time series","Fault prediction, Remaining Useful Life",Data driven,"Predictive analytics, Pattern recognition (implied)",No,4,2-s2.0-105006708067
Healthcare / Medical Cyber Physical Systems,"Sensor data, Time series","Fault prediction, Remaining Useful Life",Data driven,"Extreme learning, Kernel decision systems, Swarm robotics","Yes: Probabilistic models, decision systems",3,2-s2.0-85183588822
Aerospace / Aircraft engines,"Sensor data, Time series",Remaining Useful Life,Data driven,"Transformer, Variational encoding",Yes: interpretability techniques via latent space analysis,4,2-s2.0-85216081371
Other,Sensor data,Fault prediction,Data driven,"['Graph Autoencoder', 'GAN', 'Transformer']",No,2,2-s2.0-85213219625
Industrial equipment and manufacturing,Sensor data,Fault prediction or predictive maintenance,Data driven,Not specified,No,3,2-s2.0-85168517154
Marine machinery,Sensor data,Fault prediction,Data driven,Multi-head attention neural network (MANet),No,3,2-s2.0-85178950573
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,1D-LSAM-CNN-BiLSTM,No,4,2-s2.0-105011141535
Other,Structured data,Fault prediction,Rules and/or logic based,Identifying codes,Yes: rules-based logic,0,2-s2.0-85205486792
Mining industry,Sensor data,Maintenance planning/process,Other,,No,3,2-s2.0-85166480643
Renewable energy systems / Solar energy,Sensor data,Fault prediction,Data driven,Not specified,No,1,2-s2.0-85145347287
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"FFT, Linear regression, KNN, Random Forest, SVM",No,4,2-s2.0-85136078413
Industrial systems / Machinery monitoring,Sensor data,Fault prediction,Data driven,Artificial Intelligence algorithm,No,4,2-s2.0-85172196443
Rotating machinery / Bearings / Mechanical systems,"Sensor data, Time series, Images",Fault prediction,Data driven,"Deep residual learning (DRL), Deep learning (DL)",No,4,2-s2.0-85122659692
Chip manufacturing,Sensor data,Fault prediction,Data driven,Not explicitly mentioned,No,2,2-s2.0-85151165176
Power transformers,Sensor data,Fault prediction,Data driven,Not specifically mentioned,Yes: rule-based interpretations of vibration amplitude and voltage signals for fault diagnosis,4,2-s2.0-85203407307
Hydraulic systems,Sensor data,Fault prediction,Data driven,Inductive magnetic nanoparticle sensor technology,Yes: Interpretability of sensor signal changes and detection effects,4,2-s2.0-85081220402
Pipeline and pipeline infrastructure monitoring,Sensor data,Corrosion degree / Fault prediction,Physics based,Finite element model,Yes: physics based modeling,4,2-s2.0-85205129059
Electric Vehicles / Fleet Management,Sensor data,Remaining Useful Life / Fault prediction,Data driven,Machine Learning / Data analytics,No,3,2-s2.0-105007585196
Navigation systems,Sensor data,Fault prediction,Data driven,Monte Carlo simulations,No,2,2-s2.0-85089784717
Industrial machinery / Manufacturing systems,Sensor data,Fault prediction,Data driven,SVM,No,4,2-s2.0-105001233189
Pharmaceutical facilities,Sensor data,Fault prediction,Data driven,Modified k-medoids clustering algorithm,Yes: Clustering algorithms are generally interpretable,4,2-s2.0-85093976572
Industrial systems,Sensor data,Fault prediction,Data driven,Recurrent neural network,No,3,2-s2.0-85053878344
Electric vehicles,Sensor data,"['Remaining Useful Life', 'Cell temperature']",Data driven,"['Temporal convolutional network (TCN)', 'TensorFlow Lite']",No,4,2-s2.0-85205030430
Industrial machinery and electrical appliances,Sensor data,Fault prediction,Data driven,"RBF neural network, EEMD modal analysis",No,2,2-s2.0-85138053788
Energy systems,"['Sensor data', 'Time series', 'Structured data']",['Predictive maintenance'],Data driven,"Machine learning, Data analytics",No,2,2-s2.0-85208908344
Hydraulic systems,Time series,Fault prediction,Data driven,"Fully convolutional networks (FCNs), deep feature fusion",No,4,2-s2.0-85187244060
Urban transportation / Driverless vehicle navigation,"['Sensor data', 'Structured data', 'Images']",['Fault prediction'],Hybrid,"['Extended Kalman Filter', 'Sensor fusion techniques']",Yes: Extended Kalman Filter,3,2-s2.0-85184152537
Mining equipment,Sensor data,Remaining Useful Life,Data driven,Deep learning,Yes: interpretation algorithms,4,2-s2.0-85201265190
